original_title,recommend_movie
The Hobbit: An Unexpected Journey,"
Recommended Movies: 
The Hobbit: The Battle of the Five Armies | Genres: 'Action','Adventure','Fantasy' | Rating: 7.1
The Hobbit: The Desolation of Smaug | Genres: 'Adventure','Fantasy' | Rating: 7.6
The Lord of the Rings: The Return of the King | Genres: 'Action','Adventure','Fantasy' | Rating: 8.1
The Lord of the Rings: The Two Towers | Genres: 'Action','Adventure','Fantasy' | Rating: 8.0
The Lord of the Rings: The Fellowship of the Ring | Genres: 'Action','Adventure','Fantasy' | Rating: 8.0
King Kong | Genres: 'Action','Adventure','Drama' | Rating: 6.6
The Lovely Bones | Genres: 'Drama','Fantasy' | Rating: 6.6
Heavenly Creatures | Genres: 'Drama','Fantasy' | Rating: 7.0
Krull | Genres: 'Action','Adventure','Fantasy' | Rating: 5.8
Spider-Man 2 | Genres: 'Action','Adventure','Fantasy' | Rating: 6.7
"
The Fast and the Furious,"
Recommended Movies: 
Alex Cross | Genres: 'Action','Crime','Mystery','Thriller' | Rating: 5.1
The Skulls | Genres: 'Crime','Drama','Thriller' | Rating: 5.8
Daylight | Genres: 'Action','Adventure','Thriller' | Rating: 5.8
xXx | Genres: 'Action','Adventure','Thriller' | Rating: 5.8
Stealth | Genres: 'Action' | Rating: 4.9
The Boy Next Door | Genres: 'Thriller' | Rating: 4.1
The Mummy: Tomb of the Dragon Emperor | Genres: 'Action','Adventure','Fantasy' | Rating: 5.2
DragonHeart | Genres: 'Fantasy' | Rating: 6.4
Fast Five | Genres: 'Action','Crime','Thriller' | Rating: 7.1
Pain & Gain | Genres: 'Action','Crime','Thriller' | Rating: 6.1
"
The Curious Case of Benjamin Button,"
Recommended Movies: 
Gone Girl | Genres: 'Drama','Mystery','Thriller' | Rating: 7.9
The Game | Genres: 'Drama','Mystery','Thriller' | Rating: 7.5
The Girl with the Dragon Tattoo | Genres: 'Crime','Drama','Mystery','Thriller' | Rating: 7.2
Se7en | Genres: 'Crime','Mystery','Thriller' | Rating: 8.1
Zodiac | Genres: 'Crime','Drama','Mystery','Thriller' | Rating: 7.3
Panic Room | Genres: 'Crime','Drama','Thriller' | Rating: 6.5
Fight Club | Genres: 'Drama' | Rating: 8.3
The Social Network | Genres: 'Drama' | Rating: 7.1
Alien³ | Genres: 'Action','Horror','ScienceFiction' | Rating: 6.2
Ghost | Genres: 'Drama','Fantasy','Mystery','Romance','Thriller' | Rating: 6.9
"
X-Men: First Class,"
Recommended Movies: 
Kick-Ass | Genres: 'Action','Crime' | Rating: 7.1
Stardust | Genres: 'Adventure','Family','Fantasy','Romance' | Rating: 7.1
Layer Cake | Genres: 'Crime','Drama','Thriller' | Rating: 7.0
Dune | Genres: 'Action','Adventure','ScienceFiction' | Rating: 6.5
Transformers: Dark of the Moon | Genres: 'Action','Adventure','ScienceFiction' | Rating: 6.1
Megaforce | Genres: 'Action','Adventure','ScienceFiction' | Rating: 3.5
The Hunger Games: Mockingjay - Part 2 | Genres: 'Action','Adventure','ScienceFiction' | Rating: 6.6
The Hunger Games: Catching Fire | Genres: 'Action','Adventure','ScienceFiction' | Rating: 7.4
Fantastic Four | Genres: 'Action','Adventure','ScienceFiction' | Rating: 4.4
Independence Day: Resurgence | Genres: 'Action','Adventure','ScienceFiction' | Rating: 4.9
"
The Hunger Games: Mockingjay - Part 2,"
Recommended Movies: 
The Hunger Games: Catching Fire | Genres: 'Action','Adventure','ScienceFiction' | Rating: 7.4
The Hunger Games: Mockingjay - Part 1 | Genres: 'Adventure','ScienceFiction','Thriller' | Rating: 6.6
I Am Legend | Genres: 'Action','Drama','Horror','ScienceFiction','Thriller' | Rating: 6.9
Water for Elephants | Genres: 'Drama','Romance' | Rating: 6.7
Independence Day: Resurgence | Genres: 'Action','Adventure','ScienceFiction' | Rating: 4.9
Captain America: The First Avenger | Genres: 'Action','Adventure','ScienceFiction' | Rating: 6.6
The Incredible Hulk | Genres: 'Action','Adventure','ScienceFiction' | Rating: 6.1
Journey 2: The Mysterious Island | Genres: 'Action','Adventure','ScienceFiction' | Rating: 5.8
X-Men: First Class | Genres: 'Action','Adventure','ScienceFiction' | Rating: 7.1
Independence Day | Genres: 'Action','Adventure','ScienceFiction' | Rating: 6.7
"
The Sorcerer's Apprentice,"
Recommended Movies: 
National Treasure | Genres: 'Action','Adventure','Mystery','Thriller' | Rating: 6.4
The Kid | Genres: 'Comedy','Family','Fantasy' | Rating: 6.0
Last Vegas | Genres: 'Comedy' | Rating: 6.4
Phenomenon | Genres: 'Drama','Fantasy','Romance','ScienceFiction' | Rating: 6.2
Instinct | Genres: 'Drama','Mystery','Thriller' | Rating: 6.2
Cool Runnings | Genres: 'Comedy' | Rating: 6.8
天將雄師 | Genres: 'Action','Adventure','Drama' | Rating: 5.9
Fear and Loathing in Las Vegas | Genres: 'Adventure','Comedy','Drama' | Rating: 7.2
Hudson Hawk | Genres: 'Action','Adventure','Comedy' | Rating: 5.4
O Brother, Where Art Thou? | Genres: 'Action','Adventure','Comedy' | Rating: 7.3
"
Poseidon,"
Recommended Movies: 
Outbreak | Genres: 'Action','Drama','ScienceFiction','Thriller' | Rating: 6.3
Das Boot | Genres: 'Action','Adventure','Drama','History','War' | Rating: 7.9
Air Force One | Genres: 'Action','Thriller' | Rating: 6.2
The Neverending Story | Genres: 'Adventure','Drama','Family','Fantasy' | Rating: 7.0
Troy | Genres: 'Adventure','Drama','War' | Rating: 6.9
The Perfect Storm | Genres: 'Drama' | Rating: 6.2
Flight of the Intruder | Genres: 'Action','Adventure','Drama','Thriller' | Rating: 5.7
Executive Decision | Genres: 'Action','Adventure','Drama','Thriller' | Rating: 5.8
The Hunting Party | Genres: 'Action','Adventure','Drama','Thriller' | Rating: 6.6
The Marine | Genres: 'Action','Adventure','Drama','Thriller' | Rating: 5.0
"
Alice Through the Looking Glass,"
Recommended Movies: 
The Muppets | Genres: 'Comedy','Family','Music' | Rating: 6.5
Muppets Most Wanted | Genres: 'Adventure','Comedy','Crime','Family' | Rating: 6.2
Dragonslayer | Genres: 'Fantasy' | Rating: 6.5
Wolf | Genres: 'Fantasy' | Rating: 6.0
Gods of Egypt | Genres: 'Fantasy' | Rating: 5.3
DragonHeart | Genres: 'Fantasy' | Rating: 6.4
Mirrormask | Genres: 'Fantasy' | Rating: 6.6
Bruce Almighty | Genres: 'Comedy','Fantasy' | Rating: 6.4
Alice in Wonderland | Genres: 'Adventure','Family','Fantasy' | Rating: 6.4
Dark Shadows | Genres: 'Comedy','Fantasy' | Rating: 5.7
"
Shrek the Third,"
Recommended Movies: 
Shrek 2 | Genres: 'Adventure','Animation','Comedy','Family','Fantasy' | Rating: 6.7
Shrek | Genres: 'Adventure','Animation','Comedy','Family','Fantasy' | Rating: 7.3
Shrek Forever After | Genres: 'Adventure','Animation','Comedy','Family','Fantasy' | Rating: 6.0
Un monstre à Paris | Genres: 'Adventure','Animation','Comedy','Family','Fantasy' | Rating: 6.5
Brave | Genres: 'Action','Adventure','Animation','Comedy','Family','Fantasy' | Rating: 6.7
Yogi Bear | Genres: 'Adventure','Animation','Comedy','Family' | Rating: 5.2
Fantastic Mr. Fox | Genres: 'Adventure','Animation','Comedy','Family' | Rating: 7.5
The House of Magic | Genres: 'Adventure','Animation','Family','Fantasy' | Rating: 6.3
Bolt | Genres: 'Adventure','Animation','Comedy','Family' | Rating: 6.3
The Emperor's New Groove | Genres: 'Adventure','Animation','Comedy','Family','Fantasy' | Rating: 7.2
"
Warcraft,"
Recommended Movies: 
Source Code | Genres: 'Mystery','ScienceFiction','Thriller' | Rating: 7.1
Moon | Genres: 'Drama','ScienceFiction' | Rating: 7.6
Spider-Man 2 | Genres: 'Action','Adventure','Fantasy' | Rating: 6.7
Krull | Genres: 'Action','Adventure','Fantasy' | Rating: 5.8
Spider-Man 3 | Genres: 'Action','Adventure','Fantasy' | Rating: 5.9
Pirates of the Caribbean: The Curse of the Black Pearl | Genres: 'Action','Adventure','Fantasy' | Rating: 7.5
Dungeons & Dragons: Wrath of the Dragon God | Genres: 'Action','Adventure','Fantasy' | Rating: 4.8
Batman v Superman: Dawn of Justice | Genres: 'Action','Adventure','Fantasy' | Rating: 5.7
The Scorpion King | Genres: 'Action','Adventure','Fantasy' | Rating: 5.3
The Hobbit: An Unexpected Journey | Genres: 'Action','Adventure','Fantasy' | Rating: 7.0
"
Terminator Genisys,"
Recommended Movies: 
Thor: The Dark World | Genres: 'Action','Adventure','Fantasy' | Rating: 6.8
Predator | Genres: 'Action','Adventure','ScienceFiction','Thriller' | Rating: 7.3
X-Men Origins: Wolverine | Genres: 'Action','Adventure','ScienceFiction','Thriller' | Rating: 6.2
G.I. Joe: Retaliation | Genres: 'Action','Adventure','ScienceFiction','Thriller' | Rating: 5.4
The Core | Genres: 'Action','Adventure','ScienceFiction','Thriller' | Rating: 5.4
Mad Max: Fury Road | Genres: 'Action','Adventure','ScienceFiction','Thriller' | Rating: 7.2
The Island | Genres: 'Action','Adventure','ScienceFiction','Thriller' | Rating: 6.5
G.I. Joe: The Rise of Cobra | Genres: 'Action','Adventure','ScienceFiction','Thriller' | Rating: 5.6
The Abyss | Genres: 'Action','Adventure','ScienceFiction','Thriller' | Rating: 7.1
X-Men: The Last Stand | Genres: 'Action','Adventure','ScienceFiction','Thriller' | Rating: 6.3
"
The Chronicles of Narnia: The Voyage of the Dawn Treader,"
Recommended Movies: 
The World Is Not Enough | Genres: 'Action','Adventure','Thriller' | Rating: 6.0
Extreme Measures | Genres: 'Drama','Thriller' | Rating: 5.7
Coal Miner's Daughter | Genres: 'Drama','Music' | Rating: 7.2
Enough | Genres: 'Drama','Thriller' | Rating: 6.2
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe | Genres: 'Adventure','Family','Fantasy' | Rating: 6.7
The Chronicles of Narnia: Prince Caspian | Genres: 'Adventure','Family','Fantasy' | Rating: 6.3
City of Ember | Genres: 'Adventure','Family','Fantasy' | Rating: 6.2
The Spiderwick Chronicles | Genres: 'Adventure','Family','Fantasy' | Rating: 6.3
Inkheart | Genres: 'Adventure','Family','Fantasy' | Rating: 6.0
Pan | Genres: 'Adventure','Family','Fantasy' | Rating: 5.9
"
Pearl Harbor,"
Recommended Movies: 
13 Hours: The Secret Soldiers of Benghazi | Genres: 'Action','Drama','History','Thriller','War' | Rating: 7.0
Transformers: Dark of the Moon | Genres: 'Action','Adventure','ScienceFiction' | Rating: 6.1
Armageddon | Genres: 'Action','Adventure','ScienceFiction','Thriller' | Rating: 6.4
The Island | Genres: 'Action','Adventure','ScienceFiction','Thriller' | Rating: 6.5
Pain & Gain | Genres: 'Action','Crime','Thriller' | Rating: 6.1
The Rock | Genres: 'Action','Adventure','Thriller' | Rating: 6.9
Transformers: Age of Extinction | Genres: 'Action','Adventure','ScienceFiction' | Rating: 5.8
Transformers | Genres: 'Action','Adventure','ScienceFiction' | Rating: 6.6
Bad Boys II | Genres: 'Action','Adventure','Comedy','Crime','Thriller' | Rating: 6.3
Transformers: Revenge of the Fallen | Genres: 'Action','Adventure','ScienceFiction' | Rating: 6.0
"
Transformers,"
Recommended Movies: 
Transformers | Genres: 'Action','Adventure','ScienceFiction' | Rating: 6.6
Transformers: Dark of the Moon | Genres: 'Action','Adventure','ScienceFiction' | Rating: 6.1
Transformers: Age of Extinction | Genres: 'Action','Adventure','ScienceFiction' | Rating: 5.8
The Island | Genres: 'Action','Adventure','ScienceFiction','Thriller' | Rating: 6.5
Armageddon | Genres: 'Action','Adventure','ScienceFiction','Thriller' | Rating: 6.4
The Rock | Genres: 'Action','Adventure','Thriller' | Rating: 6.9
Bad Boys II | Genres: 'Action','Adventure','Comedy','Crime','Thriller' | Rating: 6.3
Pain & Gain | Genres: 'Action','Crime','Thriller' | Rating: 6.1
13 Hours: The Secret Soldiers of Benghazi | Genres: 'Action','Drama','History','Thriller','War' | Rating: 7.0
Bad Boys | Genres: 'Action','Comedy','Crime','Thriller' | Rating: 6.5
"
Alexander,"
Recommended Movies: 
Platoon | Genres: 'Action','Drama','War' | Rating: 7.5
JFK | Genres: 'Drama','History','Thriller' | Rating: 7.5
Born on the Fourth of July | Genres: 'Drama','War' | Rating: 6.7
Nixon | Genres: 'Drama','History' | Rating: 7.1
W. | Genres: 'Drama','History' | Rating: 6.1
Any Given Sunday | Genres: 'Drama' | Rating: 6.8
World Trade Center | Genres: 'Drama','History','Thriller' | Rating: 5.9
Salvador | Genres: 'Drama' | Rating: 7.0
Talk Radio | Genres: 'Drama' | Rating: 6.7
The Doors | Genres: 'Drama','Music' | Rating: 6.7
"
Harry Potter and the Order of the Phoenix,"
Recommended Movies: 
Harry Potter and the Half-Blood Prince | Genres: 'Adventure','Family','Fantasy' | Rating: 7.4
The Legend of Tarzan | Genres: 'Action','Adventure' | Rating: 5.5
Harry Potter and the Goblet of Fire | Genres: 'Adventure','Family','Fantasy' | Rating: 7.5
Harry Potter and the Philosopher's Stone | Genres: 'Adventure','Family','Fantasy' | Rating: 7.5
Harry Potter and the Chamber of Secrets | Genres: 'Adventure','Family','Fantasy' | Rating: 7.4
Harry Potter and the Prisoner of Azkaban | Genres: 'Adventure','Family','Fantasy' | Rating: 7.7
Oz: The Great and Powerful | Genres: 'Adventure','Family','Fantasy' | Rating: 5.7
Percy Jackson: Sea of Monsters | Genres: 'Adventure','Family','Fantasy' | Rating: 5.9
Pan | Genres: 'Adventure','Family','Fantasy' | Rating: 5.9
The Indian in the Cupboard | Genres: 'Adventure','Family','Fantasy' | Rating: 5.9
"
Harry Potter and the Goblet of Fire,"
Recommended Movies: 
Prince of Persia: The Sands of Time | Genres: 'Action','Adventure','Fantasy','Romance' | Rating: 6.2
Four Weddings and a Funeral | Genres: 'Comedy','Drama','Romance' | Rating: 6.6
Mona Lisa Smile | Genres: 'Drama','Romance' | Rating: 6.5
Donnie Brasco | Genres: 'Crime','Drama','Thriller' | Rating: 7.4
Pushing Tin | Genres: 'Comedy','Drama' | Rating: 5.7
Love in the Time of Cholera | Genres: 'Drama','Romance' | Rating: 6.4
Harry Potter and the Half-Blood Prince | Genres: 'Adventure','Family','Fantasy' | Rating: 7.4
Harry Potter and the Philosopher's Stone | Genres: 'Adventure','Family','Fantasy' | Rating: 7.5
Harry Potter and the Chamber of Secrets | Genres: 'Adventure','Family','Fantasy' | Rating: 7.4
Harry Potter and the Prisoner of Azkaban | Genres: 'Adventure','Family','Fantasy' | Rating: 7.7
"
Hancock,"
Recommended Movies: 
The Kingdom | Genres: 'Action','Drama','Thriller' | Rating: 6.5
The Rundown | Genres: 'Action','Adventure','Comedy','Thriller' | Rating: 6.4
Lone Survivor | Genres: 'Action','Drama','Thriller','War' | Rating: 7.4
Battleship | Genres: 'Action','Adventure','ScienceFiction','Thriller' | Rating: 5.5
Very Bad Things | Genres: 'Comedy','Crime','Thriller' | Rating: 6.2
Mortal Kombat | Genres: 'Action','Fantasy' | Rating: 5.4
Batman | Genres: 'Action','Fantasy' | Rating: 7.0
The Beastmaster | Genres: 'Action','Fantasy' | Rating: 6.0
Mortal Kombat: Annihilation | Genres: 'Action','Fantasy','ScienceFiction' | Rating: 3.8
Conan the Destroyer | Genres: 'Action','Adventure','Fantasy' | Rating: 5.8
"
I Am Legend,"
Recommended Movies: 
The Hunger Games: Mockingjay - Part 2 | Genres: 'Action','Adventure','ScienceFiction' | Rating: 6.6
The Hunger Games: Catching Fire | Genres: 'Action','Adventure','ScienceFiction' | Rating: 7.4
The Hunger Games: Mockingjay - Part 1 | Genres: 'Adventure','ScienceFiction','Thriller' | Rating: 6.6
Water for Elephants | Genres: 'Drama','Romance' | Rating: 6.7
Elysium | Genres: 'Action','Drama','ScienceFiction','Thriller' | Rating: 6.4
Flatliners | Genres: 'Drama','Horror','ScienceFiction','Thriller' | Rating: 6.3
World War Z | Genres: 'Action','Drama','Horror','ScienceFiction','Thriller' | Rating: 6.7
Terminator Salvation | Genres: 'Action','ScienceFiction','Thriller' | Rating: 5.9
Aliens | Genres: 'Action','Horror','ScienceFiction','Thriller' | Rating: 7.7
Equilibrium | Genres: 'Action','ScienceFiction','Thriller' | Rating: 6.9
"
Charlie and the Chocolate Factory,"
Recommended Movies: 
Alice in Wonderland | Genres: 'Adventure','Family','Fantasy' | Rating: 6.4
Beetlejuice | Genres: 'Comedy','Fantasy' | Rating: 7.1
Dark Shadows | Genres: 'Comedy','Fantasy' | Rating: 5.7
Big Fish | Genres: 'Adventure','Drama','Fantasy' | Rating: 7.6
Frankenweenie | Genres: 'Animation','Comedy','Family' | Rating: 6.6
Mars Attacks! | Genres: 'Comedy','Fantasy','ScienceFiction' | Rating: 6.1
Edward Scissorhands | Genres: 'Drama','Fantasy','Romance' | Rating: 7.5
Batman | Genres: 'Action','Fantasy' | Rating: 7.0
Ed Wood | Genres: 'Comedy','Drama','History' | Rating: 7.3
Batman Returns | Genres: 'Action','Fantasy' | Rating: 6.6
"
