movie_name,recommend_movie
I Am Wrath,"
Recommended Movies: 
Righteous Kill | Genres: Action,Crime,Drama,Thriller | Rating: 5.9
Kiss of Death | Genres: Action,Crime,Drama,Thriller | Rating: 5.7
Takers | Genres: Action,Crime,Drama,Thriller | Rating: 6.0
Faster | Genres: Action,Crime,Drama,Thriller | Rating: 6.1
In Too Deep | Genres: Action,Crime,Drama,Thriller | Rating: 6.2
Point Blank | Genres: Action,Crime,Drama,Thriller | Rating: 7.1
Gangster Squad | Genres: Action,Crime,Drama,Thriller | Rating: 6.2
Sabotage | Genres: Action,Crime,Drama,Thriller | Rating: 5.5
Dead Man Down | Genres: Action,Crime,Drama,Thriller | Rating: 5.9
Street Kings | Genres: Action,Crime,Drama,Thriller | Rating: 6.3
"
Renaissance,"
Recommended Movies: 
The Men Who Stare at Goats | Genres: Comedy,War | Rating: 5.9
Sugar Town | Genres: Comedy | Rating: 5.5
The Intern | Genres: Comedy | Rating: 7.1
Peeples | Genres: Comedy | Rating: 5.6
The Extra Man | Genres: Comedy | Rating: 5.9
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Jack and Jill | Genres: Comedy | Rating: 4.1
The Dictator | Genres: Comedy | Rating: 5.9
Imagine That | Genres: Comedy | Rating: 5.7
Daddy's Home | Genres: Comedy | Rating: 5.8
"
Red Sonja,"
Recommended Movies: 
The Mummy: Tomb of the Dragon Emperor | Genres: Action,Adventure,Fantasy | Rating: 5.2
西游记之孙悟空三打白骨精 | Genres: Action,Adventure,Fantasy | Rating: 6.0
The Scorpion King | Genres: Action,Adventure,Fantasy | Rating: 5.3
The Mummy Returns | Genres: Action,Adventure,Fantasy | Rating: 6.0
Conan the Barbarian | Genres: Action,Adventure,Fantasy | Rating: 6.6
The Amazing Spider-Man 2 | Genres: Action,Adventure,Fantasy | Rating: 6.5
The Last Witch Hunter | Genres: Action,Adventure,Fantasy | Rating: 5.7
Highlander | Genres: Action,Adventure,Fantasy | Rating: 6.8
Dungeons & Dragons: Wrath of the Dragon God | Genres: Action,Adventure,Fantasy | Rating: 4.8
Conan the Destroyer | Genres: Action,Adventure,Fantasy | Rating: 5.8
"
Red Lights,"
Recommended Movies: 
City of Ghosts | Genres: Thriller | Rating: 5.4
The In Crowd | Genres: Thriller | Rating: 4.7
The Calling | Genres: Thriller | Rating: 5.6
Plush | Genres: Thriller | Rating: 5.4
$upercapitalist | Genres: Thriller | Rating: 3.5
Chocolate: Deep Dark Secrets | Genres: Thriller | Rating: 3.4
The Maid's Room | Genres: Thriller | Rating: 4.8
Our Kind of Traitor | Genres: Thriller | Rating: 6.0
Enter the Dangerous Mind | Genres: Thriller | Rating: 4.8
Shark Lake | Genres: Thriller | Rating: 4.4
"
Superbad,"
Recommended Movies: 
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Jack and Jill | Genres: Comedy | Rating: 4.1
The Dictator | Genres: Comedy | Rating: 5.9
Imagine That | Genres: Comedy | Rating: 5.7
Daddy's Home | Genres: Comedy | Rating: 5.8
Scary Movie 3 | Genres: Comedy | Rating: 5.8
Get Him to the Greek | Genres: Comedy | Rating: 5.9
The Three Stooges | Genres: Comedy | Rating: 4.9
Le petit Nicolas | Genres: Comedy | Rating: 5.9
Welcome to Mooseport | Genres: Comedy | Rating: 4.8
"
Madea Goes to Jail,"
Recommended Movies: 
Madea's Witness Protection | Genres: Comedy,Crime,Drama | Rating: 5.9
Casino Jack | Genres: Comedy,Crime,Drama | Rating: 6.0
Four Lions | Genres: Comedy,Crime,Drama | Rating: 7.0
Cheap Thrills | Genres: Comedy,Crime,Drama | Rating: 6.3
The Informant! | Genres: Comedy,Crime,Drama | Rating: 6.0
We're No Angels | Genres: Comedy,Crime,Drama | Rating: 5.6
Adaptation. | Genres: Comedy,Crime,Drama | Rating: 7.3
Observe and Report | Genres: Comedy,Crime,Drama | Rating: 5.6
Dom Hemingway | Genres: Comedy,Crime,Drama | Rating: 5.8
Wall Street: Money Never Sleeps | Genres: Crime,Drama | Rating: 5.8
"
Wolves,"
Recommended Movies: 
The Timber | Genres: Adventure,Drama,Western | Rating: 4.1
True Grit | Genres: Adventure,Drama,Western | Rating: 7.2
Forsaken | Genres: Drama,Western | Rating: 5.8
End of the Spear | Genres: Adventure,Drama | Rating: 6.1
The Wicked Lady | Genres: Adventure,Drama | Rating: 4.3
Hidalgo | Genres: Adventure,Western | Rating: 6.5
The City of Your Final Destination | Genres: Drama | Rating: 5.7
Guiana 1838 | Genres: Drama | Rating: 2.8
Noah | Genres: Adventure,Drama | Rating: 5.6
The Road | Genres: Adventure,Drama | Rating: 6.8
"
Step Up 2: The Streets,"
Recommended Movies: 
Krush Groove | Genres: Drama,Music,Romance | Rating: 7.0
We Are Your Friends | Genres: Drama,Music,Romance | Rating: 6.3
Groove | Genres: Drama,Music,Romance | Rating: 5.6
The Rose | Genres: Drama,Music,Romance | Rating: 6.8
Alexander's Ragtime Band | Genres: Drama,Music,Romance | Rating: 4.8
New York, New York | Genres: Drama,Music,Romance | Rating: 6.1
Flashdance | Genres: Drama,Music,Romance | Rating: 6.1
Step Up Revolution | Genres: Drama,Music,Romance | Rating: 6.7
Yentl | Genres: Drama,Music,Romance | Rating: 6.2
The Broadway Melody | Genres: Drama,Music,Romance | Rating: 5.0
"
Hoodwinked!,"
Recommended Movies: 
Meet the Deedles | Genres: Animation,Comedy,Family | Rating: 4.1
Cloudy with a Chance of Meatballs | Genres: Animation,Comedy,Family | Rating: 6.5
Cloudy with a Chance of Meatballs 2 | Genres: Animation,Comedy,Family | Rating: 6.4
Happy Feet Two | Genres: Animation,Comedy,Family | Rating: 5.8
Garfield | Genres: Animation,Comedy,Family | Rating: 5.2
Hoodwinked Too! Hood VS. Evil | Genres: Animation,Comedy,Family | Rating: 4.8
Free Birds | Genres: Animation,Comedy,Family | Rating: 5.7
Barnyard | Genres: Animation,Comedy,Family | Rating: 5.3
Chicken Run | Genres: Animation,Comedy,Family | Rating: 6.5
Konferenz der Tiere | Genres: Animation,Comedy,Family | Rating: 5.5
"
Hotel Rwanda,"
Recommended Movies: 
Inchon | Genres: Drama,History,War | Rating: 6.5
Cinco de Mayo: La Batalla | Genres: Drama,History,War | Rating: 5.8
Beneath Hill 60 | Genres: Drama,History,War | Rating: 7.3
Fort McCoy | Genres: Drama,History,War | Rating: 6.3
金陵十三釵 | Genres: Drama,History,War | Rating: 7.1
Oorlogswinter | Genres: Drama,History,War | Rating: 6.8
A Bridge Too Far | Genres: Drama,History,War | Rating: 6.9
Gods and Generals | Genres: Drama,History,War | Rating: 6.1
Flags of Our Fathers | Genres: Drama,History,War | Rating: 6.7
Gettysburg | Genres: Drama,History,War | Rating: 6.6
"
Hitman,"
Recommended Movies: 
Kiss of Death | Genres: Action,Crime,Drama,Thriller | Rating: 5.7
Takers | Genres: Action,Crime,Drama,Thriller | Rating: 6.0
Faster | Genres: Action,Crime,Drama,Thriller | Rating: 6.1
In Too Deep | Genres: Action,Crime,Drama,Thriller | Rating: 6.2
Gangster Squad | Genres: Action,Crime,Drama,Thriller | Rating: 6.2
Sabotage | Genres: Action,Crime,Drama,Thriller | Rating: 5.5
Street Kings | Genres: Action,Crime,Drama,Thriller | Rating: 6.3
Harry Brown | Genres: Action,Crime,Drama,Thriller | Rating: 6.7
Patriot Games | Genres: Action,Crime,Drama,Thriller | Rating: 6.3
Stolen | Genres: Action,Crime,Drama,Thriller | Rating: 5.1
"
Black Nativity,"
Recommended Movies: 
Songcatcher | Genres: Drama,Music | Rating: 5.6
Battle of the Year | Genres: Drama,Music | Rating: 5.9
Beat the World | Genres: Drama,Music | Rating: 4.3
Grace Unplugged | Genres: Drama,Music | Rating: 6.0
The Business of Fancydancing | Genres: Drama,Music | Rating: 8.0
Jersey Boys | Genres: Drama,Music | Rating: 6.8
Get on Up | Genres: Drama,Music | Rating: 6.4
Beyond the Sea | Genres: Drama,Music | Rating: 6.5
De-Lovely | Genres: Drama,Music | Rating: 6.3
Sparkle | Genres: Drama,Music | Rating: 5.8
"
The Prince,"
Recommended Movies: 
Legends of Oz: Dorothy's Return | Genres: Animation,Family,Music | Rating: 5.9
Fantasia 2000 | Genres: Animation,Family,Music | Rating: 7.0
Fantasia | Genres: Animation,Family,Music | Rating: 7.2
WALL·E | Genres: Animation,Family | Rating: 7.8
Rugrats Go Wild | Genres: Animation,Family | Rating: 5.6
Pooh's Heffalump Movie | Genres: Animation,Family | Rating: 6.4
Hey Arnold! The Movie | Genres: Animation,Family | Rating: 5.6
Teacher's Pet | Genres: Animation,Drama,Family,Music | Rating: 5.5
State Fair | Genres: Music,Romance | Rating: 6.2
Madagascar 3: Europe's Most Wanted | Genres: Animation,Family | Rating: 6.4
"
City of Ghosts,"
Recommended Movies: 
$upercapitalist | Genres: Thriller | Rating: 3.5
Chocolate: Deep Dark Secrets | Genres: Thriller | Rating: 3.4
The Maid's Room | Genres: Thriller | Rating: 4.8
Beloved | Genres: Drama,Thriller | Rating: 5.9
Shadow Conspiracy | Genres: Action,Thriller | Rating: 4.0
The Statement | Genres: Drama,Thriller | Rating: 5.9
The Possession | Genres: Horror,Thriller | Rating: 5.8
I Come with the Rain | Genres: Drama,Thriller | Rating: 5.6
Light It Up | Genres: Drama,Thriller | Rating: 6.6
Misconduct | Genres: Drama,Thriller | Rating: 5.3
"
The Others,"
Recommended Movies: 
Goddess of Love | Genres: Drama,Horror,Mystery,Thriller | Rating: 6.2
Amnesiac | Genres: Drama,Horror,Mystery,Thriller | Rating: 4.1
#Horror | Genres: Drama,Horror,Mystery,Thriller | Rating: 3.3
What Lies Beneath | Genres: Drama,Horror,Mystery,Thriller | Rating: 6.3
My Soul to Take | Genres: Drama,Horror,Mystery,Thriller | Rating: 5.2
Boogeyman | Genres: Drama,Horror,Mystery,Thriller | Rating: 4.6
The Unborn | Genres: Horror,Mystery,Thriller | Rating: 4.8
The Caveman's Valentine | Genres: Drama,Mystery,Thriller | Rating: 6.0
Stoker | Genres: Drama,Horror,Thriller | Rating: 6.5
The Life Before Her Eyes | Genres: Drama,Mystery,Thriller | Rating: 6.1
"
Aliens,"
Recommended Movies: 
Earth to Echo | Genres: Adventure,Family,ScienceFiction | Rating: 5.7
Atlantis: The Lost Empire | Genres: Adventure,Animation,Family,ScienceFiction | Rating: 6.7
Walking With Dinosaurs | Genres: Adventure,Animation,Family | Rating: 5.2
Sinbad: Legend of the Seven Seas | Genres: Adventure,Animation,Family | Rating: 6.6
The Adventures of Sharkboy and Lavagirl | Genres: Adventure,Family,ScienceFiction | Rating: 4.4
Khumba | Genres: Adventure,Animation,Family | Rating: 5.8
Jungle Shuffle | Genres: Adventure,Animation,Family | Rating: 6.5
WALL·E | Genres: Animation,Family | Rating: 7.8
Legend of the Guardians: The Owls of Ga'Hoole | Genres: Adventure,Animation,Family,Fantasy | Rating: 6.5
Astro Boy | Genres: Action,Animation,Family,ScienceFiction | Rating: 6.1
"
My Fair Lady,"
Recommended Movies: 
Save the Last Dance | Genres: Drama,Family,Music,Romance | Rating: 6.3
Footloose | Genres: Drama,Family,Music,Romance | Rating: 6.4
Krush Groove | Genres: Drama,Music,Romance | Rating: 7.0
Brave New Girl | Genres: Drama,Family,Music | Rating: 3.7
We Are Your Friends | Genres: Drama,Music,Romance | Rating: 6.3
Departure | Genres: Drama,Family,Romance | Rating: 7.5
Groove | Genres: Drama,Music,Romance | Rating: 5.6
Oliver! | Genres: Drama,Family,Music | Rating: 7.0
Mo' Better Blues | Genres: Drama,Romance | Rating: 6.3
The Rose | Genres: Drama,Music,Romance | Rating: 6.8
"
I Know What You Did Last Summer,"
Recommended Movies: 
The Unborn | Genres: Horror,Mystery,Thriller | Rating: 4.8
Truth or Dare | Genres: Horror,Mystery,Thriller | Rating: 5.7
The Stepfather | Genres: Horror,Mystery,Thriller | Rating: 5.4
Regression | Genres: Horror,Mystery,Thriller | Rating: 5.3
House on Haunted Hill | Genres: Horror,Mystery,Thriller | Rating: 5.5
Devil | Genres: Horror,Mystery,Thriller | Rating: 5.8
2:13 | Genres: Horror,Mystery,Thriller | Rating: 4.6
From Hell | Genres: Horror,Mystery,Thriller | Rating: 6.6
Ghost Ship | Genres: Horror,Mystery,Thriller | Rating: 5.3
Friday the 13th Part VI: Jason Lives | Genres: Horror,Mystery,Thriller | Rating: 5.7
"
Let's Be Cops,"
Recommended Movies: 
National Lampoon's Loaded Weapon 1 | Genres: Comedy | Rating: 5.7
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Jack and Jill | Genres: Comedy | Rating: 4.1
The Dictator | Genres: Comedy | Rating: 5.9
Imagine That | Genres: Comedy | Rating: 5.7
Daddy's Home | Genres: Comedy | Rating: 5.8
Scary Movie 3 | Genres: Comedy | Rating: 5.8
Get Him to the Greek | Genres: Comedy | Rating: 5.9
The Three Stooges | Genres: Comedy | Rating: 4.9
Le petit Nicolas | Genres: Comedy | Rating: 5.9
"
Sideways,"
Recommended Movies: 
Sex and the City 2 | Genres: Comedy,Drama,Romance | Rating: 5.4
Life or Something Like It | Genres: Comedy,Drama,Romance | Rating: 5.7
Little Black Book | Genres: Comedy,Drama,Romance | Rating: 5.2
Mumford | Genres: Comedy,Drama,Romance | Rating: 6.3
Anywhere But Here | Genres: Comedy,Drama,Romance | Rating: 5.9
Chéri | Genres: Comedy,Drama,Romance | Rating: 5.9
Molière | Genres: Comedy,Drama,Romance | Rating: 6.7
Molly | Genres: Comedy,Drama,Romance | Rating: 5.5
Being Julia | Genres: Comedy,Drama,Romance | Rating: 6.4
How to Deal | Genres: Comedy,Drama,Romance | Rating: 5.7
"
Beerfest,"
Recommended Movies: 
Trainwreck | Genres: Comedy | Rating: 5.9
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Jack and Jill | Genres: Comedy | Rating: 4.1
The Dictator | Genres: Comedy | Rating: 5.9
Imagine That | Genres: Comedy | Rating: 5.7
Daddy's Home | Genres: Comedy | Rating: 5.8
Scary Movie 3 | Genres: Comedy | Rating: 5.8
Get Him to the Greek | Genres: Comedy | Rating: 5.9
The Three Stooges | Genres: Comedy | Rating: 4.9
Le petit Nicolas | Genres: Comedy | Rating: 5.9
"
Halloween,"
Recommended Movies: 
Hayride | Genres: Horror,Thriller | Rating: 5.1
The Possession | Genres: Horror,Thriller | Rating: 5.8
An American Haunting | Genres: Horror,Thriller | Rating: 5.3
The Neon Demon | Genres: Horror,Thriller | Rating: 6.4
The Last Exorcism Part II | Genres: Horror,Thriller | Rating: 4.4
Train | Genres: Horror,Thriller | Rating: 4.8
Out of the Dark | Genres: Horror,Thriller | Rating: 4.6
Below Zero | Genres: Horror,Thriller | Rating: 4.4
Snow White: A Deadly Summer | Genres: Horror,Thriller | Rating: 4.8
Backmask | Genres: Horror,Thriller | Rating: 4.7
"
Good Boy!,"
Recommended Movies: 
Marmaduke | Genres: Comedy,Family | Rating: 5.0
Shorts | Genres: Comedy,Family | Rating: 5.1
The Lizzie McGuire Movie | Genres: Comedy,Family | Rating: 5.7
Superstar | Genres: Comedy,Family | Rating: 5.1
Snow Day | Genres: Comedy,Family | Rating: 4.8
Johnson Family Vacation | Genres: Comedy,Family | Rating: 4.7
Max Keeble's Big Move | Genres: Comedy,Family,Fantasy,ScienceFiction | Rating: 5.4
Christmas Mail | Genres: Comedy,Family | Rating: 5.0
Karachi se Lahore | Genres: Comedy,Family | Rating: 8.0
Rotor DR1 | Genres: Family,ScienceFiction | Rating: 4.7
"
The Best Man Holiday,"
Recommended Movies: 
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Jack and Jill | Genres: Comedy | Rating: 4.1
The Dictator | Genres: Comedy | Rating: 5.9
Imagine That | Genres: Comedy | Rating: 5.7
Daddy's Home | Genres: Comedy | Rating: 5.8
Scary Movie 3 | Genres: Comedy | Rating: 5.8
Get Him to the Greek | Genres: Comedy | Rating: 5.9
The Three Stooges | Genres: Comedy | Rating: 4.9
Le petit Nicolas | Genres: Comedy | Rating: 5.9
Welcome to Mooseport | Genres: Comedy | Rating: 4.8
"
Smokin' Aces,"
Recommended Movies: 
Rush Hour 3 | Genres: Action,Comedy,Crime,Thriller | Rating: 6.1
Rush Hour 2 | Genres: Action,Comedy,Crime,Thriller | Rating: 6.4
The 51st State | Genres: Action,Comedy,Crime,Thriller | Rating: 5.9
Taxman | Genres: Action,Comedy,Crime,Thriller | Rating: 2.0
Confidence | Genres: Action,Comedy,Crime,Thriller | Rating: 6.4
The Guard | Genres: Action,Comedy,Crime,Thriller | Rating: 6.8
The Whole Ten Yards | Genres: Comedy,Crime,Thriller | Rating: 5.5
RED 2 | Genres: Action,Comedy,Crime,Thriller | Rating: 6.4
Bullet to the Head | Genres: Action,Crime,Thriller | Rating: 5.2
Big Trouble | Genres: Action,Comedy,Thriller | Rating: 6.3
"
Saw 3D,"
Recommended Movies: 
The Night Visitor | Genres: Crime,Horror | Rating: 7.3
Restoration | Genres: Horror | Rating: 5.3
Mama | Genres: Horror | Rating: 6.0
Devil's Due | Genres: Horror | Rating: 4.4
The Veil | Genres: Horror | Rating: 4.5
The Helpers | Genres: Horror | Rating: 4.1
The Rise of the Krays | Genres: Crime | Rating: 4.5
The Wicked Within | Genres: Horror | Rating: 4.2
Bleeding Hearts | Genres: Horror | Rating: 2.0
The Horror Network Vol. 1 | Genres: Horror | Rating: 5.0
"
40 Days and 40 Nights,"
Recommended Movies: 
Beauty Shop | Genres: Comedy,Romance | Rating: 5.4
Un Plan parfait | Genres: Comedy,Romance | Rating: 5.6
Say It Isn't So | Genres: Comedy,Romance | Rating: 4.8
Think Like a Man Too | Genres: Comedy,Romance | Rating: 6.4
Hardball | Genres: Comedy,Romance | Rating: 6.3
Why Did I Get Married Too? | Genres: Comedy,Romance | Rating: 6.1
My Boss's Daughter | Genres: Comedy,Romance | Rating: 4.4
I Think I Love My Wife | Genres: Comedy,Romance | Rating: 5.0
Easy Virtue | Genres: Comedy,Romance | Rating: 6.3
About Last Night | Genres: Comedy,Romance | Rating: 6.0
"
A Night at the Roxbury,"
Recommended Movies: 
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Jack and Jill | Genres: Comedy | Rating: 4.1
The Dictator | Genres: Comedy | Rating: 5.9
Imagine That | Genres: Comedy | Rating: 5.7
Daddy's Home | Genres: Comedy | Rating: 5.8
Scary Movie 3 | Genres: Comedy | Rating: 5.8
Get Him to the Greek | Genres: Comedy | Rating: 5.9
The Three Stooges | Genres: Comedy | Rating: 4.9
Le petit Nicolas | Genres: Comedy | Rating: 5.9
Welcome to Mooseport | Genres: Comedy | Rating: 4.8
"
Beastly,"
Recommended Movies: 
The Age of Adaline | Genres: Drama,Fantasy,Romance | Rating: 7.4
Winter's Tale | Genres: Drama,Fantasy,Mystery,Romance | Rating: 6.0
Beautiful Creatures | Genres: Drama,Fantasy,Romance | Rating: 5.6
Endless Love | Genres: Drama,Romance | Rating: 6.7
What Dreams May Come | Genres: Drama,Fantasy,Romance | Rating: 6.8
Edward Scissorhands | Genres: Drama,Fantasy,Romance | Rating: 7.5
Hereafter | Genres: Drama,Fantasy | Rating: 5.8
The Best of Me | Genres: Drama,Romance | Rating: 7.2
Moonlight Mile | Genres: Drama,Romance | Rating: 6.5
The Last Station | Genres: Drama,Romance | Rating: 6.7
"
The Hills Have Eyes,"
Recommended Movies: 
The Possession | Genres: Horror,Thriller | Rating: 5.8
The Neon Demon | Genres: Horror,Thriller | Rating: 6.4
The Last Exorcism Part II | Genres: Horror,Thriller | Rating: 4.4
Train | Genres: Horror,Thriller | Rating: 4.8
Out of the Dark | Genres: Horror,Thriller | Rating: 4.6
Below Zero | Genres: Horror,Thriller | Rating: 4.4
Snow White: A Deadly Summer | Genres: Horror,Thriller | Rating: 4.8
Backmask | Genres: Horror,Thriller | Rating: 4.7
The Hills Have Eyes II | Genres: Horror,Thriller | Rating: 5.2
The Forest | Genres: Horror,Thriller | Rating: 4.8
"
Dickie Roberts: Former Child Star,"
Recommended Movies: 
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Jack and Jill | Genres: Comedy | Rating: 4.1
The Dictator | Genres: Comedy | Rating: 5.9
Imagine That | Genres: Comedy | Rating: 5.7
Daddy's Home | Genres: Comedy | Rating: 5.8
Scary Movie 3 | Genres: Comedy | Rating: 5.8
Get Him to the Greek | Genres: Comedy | Rating: 5.9
The Three Stooges | Genres: Comedy | Rating: 4.9
Le petit Nicolas | Genres: Comedy | Rating: 5.9
Welcome to Mooseport | Genres: Comedy | Rating: 4.8
"
"McFarland, USA","
Recommended Movies: 
Polisse | Genres: Drama | Rating: 7.9
Wuthering Heights | Genres: Drama | Rating: 6.9
The Greatest | Genres: Drama | Rating: 6.2
Song One | Genres: Drama | Rating: 5.5
Proud | Genres: Drama | Rating: 5.5
Old Joy | Genres: Drama | Rating: 6.3
The Beaver | Genres: Drama | Rating: 6.3
Copying Beethoven | Genres: Drama | Rating: 6.2
Morvern Callar | Genres: Drama | Rating: 7.2
Adore | Genres: Drama | Rating: 6.1
"
Lottery Ticket,"
Recommended Movies: 
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Imagine That | Genres: Comedy | Rating: 5.7
Le petit Nicolas | Genres: Comedy | Rating: 5.9
Welcome to Mooseport | Genres: Comedy | Rating: 4.8
Parental Guidance | Genres: Comedy | Rating: 5.7
Tammy | Genres: Comedy | Rating: 5.0
Under the Rainbow | Genres: Comedy | Rating: 4.9
Marci X | Genres: Comedy | Rating: 3.3
Dirty Work | Genres: Comedy | Rating: 6.5
Janky Promoters | Genres: Comedy | Rating: 7.0
"
ATL,"
Recommended Movies: 
Cradle Will Rock | Genres: Drama | Rating: 7.2
Extraordinary Measures | Genres: Drama | Rating: 6.0
Hands of Stone | Genres: Drama | Rating: 6.1
まあだだよ | Genres: Drama | Rating: 7.5
La femme de chambre du Titanic | Genres: Drama | Rating: 5.3
Gracie | Genres: Drama | Rating: 6.0
The Work and the Glory II: American Zion | Genres: Drama | Rating: 8.0
Animals | Genres: Drama | Rating: 6.2
Flying By | Genres: Drama | Rating: 7.0
The Loss of Sexual Innocence | Genres: Drama | Rating: 5.2
"
Pitch Perfect,"
Recommended Movies: 
Soul Men | Genres: Comedy,Music | Rating: 6.3
Joyful Noise | Genres: Comedy,Music | Rating: 6.7
Wayne's World | Genres: Comedy,Music | Rating: 6.5
Can't Stop the Music | Genres: Comedy,Music | Rating: 4.9
A Mighty Wind | Genres: Comedy,Music | Rating: 6.6
School of Rock | Genres: Comedy,Music | Rating: 6.7
Bathing Beauty | Genres: Comedy,Music | Rating: 7.0
Peeples | Genres: Comedy | Rating: 5.6
The Producers | Genres: Comedy,Music | Rating: 6.1
Detroit Rock City | Genres: Comedy,Music | Rating: 6.7
"
Summer Catch,"
Recommended Movies: 
Sex and the City 2 | Genres: Comedy,Drama,Romance | Rating: 5.4
Life or Something Like It | Genres: Comedy,Drama,Romance | Rating: 5.7
Little Black Book | Genres: Comedy,Drama,Romance | Rating: 5.2
Mumford | Genres: Comedy,Drama,Romance | Rating: 6.3
Anywhere But Here | Genres: Comedy,Drama,Romance | Rating: 5.9
Chéri | Genres: Comedy,Drama,Romance | Rating: 5.9
Molière | Genres: Comedy,Drama,Romance | Rating: 6.7
Molly | Genres: Comedy,Drama,Romance | Rating: 5.5
Being Julia | Genres: Comedy,Drama,Romance | Rating: 6.4
How to Deal | Genres: Comedy,Drama,Romance | Rating: 5.7
"
A Simple Plan,"
Recommended Movies: 
London to Brighton | Genres: Crime,Drama,Thriller | Rating: 6.5
The International | Genres: Crime,Drama,Thriller | Rating: 6.0
Blood Ties | Genres: Crime,Drama,Thriller | Rating: 6.0
Zulu | Genres: Crime,Drama,Thriller | Rating: 6.7
The Son of No One | Genres: Crime,Drama,Thriller | Rating: 4.8
Snabba Cash | Genres: Crime,Drama,Thriller | Rating: 6.5
N-Secure | Genres: Crime,Drama,Thriller | Rating: 4.3
Adulterers | Genres: Crime,Drama,Thriller | Rating: 5.2
Civil Brand | Genres: Crime,Drama,Thriller | Rating: 5.3
Compliance | Genres: Crime,Drama,Thriller | Rating: 6.3
"
They,"
Recommended Movies: 
Lake Mungo | Genres: Horror,Thriller | Rating: 6.1
The Possession | Genres: Horror,Thriller | Rating: 5.8
The Neon Demon | Genres: Horror,Thriller | Rating: 6.4
Paranormal Activity: The Marked Ones | Genres: Horror,Thriller | Rating: 5.2
The Last Exorcism Part II | Genres: Horror,Thriller | Rating: 4.4
Train | Genres: Horror,Thriller | Rating: 4.8
Out of the Dark | Genres: Horror,Thriller | Rating: 4.6
Below Zero | Genres: Horror,Thriller | Rating: 4.4
Snow White: A Deadly Summer | Genres: Horror,Thriller | Rating: 4.8
Backmask | Genres: Horror,Thriller | Rating: 4.7
"
Larry the Cable Guy: Health Inspector,"
Recommended Movies: 
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Jack and Jill | Genres: Comedy | Rating: 4.1
The Dictator | Genres: Comedy | Rating: 5.9
Imagine That | Genres: Comedy | Rating: 5.7
Daddy's Home | Genres: Comedy | Rating: 5.8
Scary Movie 3 | Genres: Comedy | Rating: 5.8
Get Him to the Greek | Genres: Comedy | Rating: 5.9
The Three Stooges | Genres: Comedy | Rating: 4.9
Le petit Nicolas | Genres: Comedy | Rating: 5.9
Welcome to Mooseport | Genres: Comedy | Rating: 4.8
"
The Adventures of Elmo in Grouchland,"
Recommended Movies: 
Doogal | Genres: Family | Rating: 3.2
The Oogieloves in the Big Balloon Adventure | Genres: Family | Rating: 2.2
Barney's Great Adventure | Genres: Family | Rating: 2.9
Rodeo Girl | Genres: Family | Rating: 5.5
Marmaduke | Genres: Comedy,Family | Rating: 5.0
The Longshots | Genres: Drama,Family | Rating: 6.5
Shorts | Genres: Comedy,Family | Rating: 5.1
Pooh's Heffalump Movie | Genres: Animation,Family | Rating: 6.4
The Lizzie McGuire Movie | Genres: Comedy,Family | Rating: 5.7
Superstar | Genres: Comedy,Family | Rating: 5.1
"
Brooklyn's Finest,"
Recommended Movies: 
The International | Genres: Crime,Drama,Thriller | Rating: 6.0
John Q | Genres: Crime,Drama,Thriller | Rating: 7.0
Pride and Glory | Genres: Crime,Drama,Thriller | Rating: 6.3
Runner Runner | Genres: Crime,Drama,Thriller | Rating: 5.5
Wild Card | Genres: Crime,Drama,Thriller | Rating: 5.4
Blood Ties | Genres: Crime,Drama,Thriller | Rating: 6.0
The American | Genres: Crime,Drama,Thriller | Rating: 5.8
Veronica Guerin | Genres: Crime,Drama,Thriller | Rating: 6.8
Zulu | Genres: Crime,Drama,Thriller | Rating: 6.7
The Son of No One | Genres: Crime,Drama,Thriller | Rating: 4.8
"
55 Days at Peking,"
Recommended Movies: 
葉問3 | Genres: Action,Drama,History | Rating: 6.5
三国之见龙卸甲 | Genres: Action,Drama,History | Rating: 6.6
Waterloo | Genres: Action,Drama,History | Rating: 7.0
실미도 | Genres: Action,Drama,History | Rating: 6.6
一代宗師 | Genres: Action,Drama,History | Rating: 6.3
投名狀 | Genres: Action,Drama,History | Rating: 6.3
刺客聶隱娘 | Genres: Action,Drama,History | Rating: 6.6
Southpaw | Genres: Action,Drama | Rating: 7.3
The Greatest Story Ever Told | Genres: Drama,History | Rating: 6.5
Mr. Turner | Genres: Drama,History | Rating: 6.3
"
Evil Dead,"
Recommended Movies: 
Restoration | Genres: Horror | Rating: 5.3
Mama | Genres: Horror | Rating: 6.0
Devil's Due | Genres: Horror | Rating: 4.4
The Veil | Genres: Horror | Rating: 4.5
The Helpers | Genres: Horror | Rating: 4.1
The Wicked Within | Genres: Horror | Rating: 4.2
Bleeding Hearts | Genres: Horror | Rating: 2.0
The Horror Network Vol. 1 | Genres: Horror | Rating: 5.0
Graduation Day | Genres: Horror | Rating: 5.0
Teeth and Blood | Genres: Horror | Rating: 3.0
"
